Part Number	Product Description	Product Size	Packaging UOM	Price	List Price	List vs. Price % Change	12 Month Quantity Ordered	Average Price per Quantity	Total Estimated Impact	Product visible	Reason not visible	Included In Product Views	Manufacturer Name	Manufacturer Part Number	Category	Category UNSPSC	Commodity Code	UNSPSC
"R6011"	"R6011 EcoRI, 5,000u"	"5,000u"	"EA"	"24.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6011"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6017"	"R6017 EcoRI, 15,000u"	"15,000u"	"EA"	"57.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6017"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4014"	"R4014 EcoRI (HC), 25,000u"	"25,000u"	"EA"	"67.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4014"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4017"	"R4017 EcoRI (HC), 50,000u"	"50,000u"	"EA"	"112.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4017"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6351"	"R6351 EcoRV, 2,000u"	"2,000u"	"EA"	"42.00"	""	""	"1"	"42.00"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6351"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6355"	"R6355 EcoRV, 10,000u"	"10,000u"	"EA"	"154.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6355"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4354"	"R4354 EcoRV (HC), 10,000u"	"10,000u"	"EA"	"148.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4354"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6661"	"R6661 HaeII, 1,000u"	"1,000u"	"EA"	"70.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6661"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6171"	"R6171 HaeIII, 2,500u"	"2,500u"	"EA"	"53.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6171"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6175"	"R6175 HaeIII, 10,000u"	"10,000u"	"EA"	"152.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6175"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4174"	"R4174 HaeIII (HC), 12,500u"	"12,500u"	"EA"	"166.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4174"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6441"	"R6441 HhaI, 1,000u"	"1,000u"	"EA"	"35.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6441"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6031"	"R6031 HincII, 200u"	"200u"	"EA"	"42.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6031"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6035"	"R6035 HincII, 1,000u"	"1,000u"	"EA"	"151.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6035"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6037"	"R6037 HincII, 5,000u"	"5,000u"	"EA"	"652.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6037"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6041"	"R6041 HindIII, 5,000u"	"5,000u"	"EA"	"20.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6041"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6045"	"R6045 HindIII, 15,000u"	"15,000u"	"EA"	"53.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6045"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4044"	"R4044 HindIII (HC), 25,000u"	"25,000u"	"EA"	"72.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4044"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4047"	"R4047 HindIII (HC), 50,000u"	"50,000u"	"EA"	"130.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4047"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6201"	"R6201 HinfI, 1,000u"	"1,000u"	"EA"	"35.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6201"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6205"	"R6205 HinfI, 5,000u"	"5,000u"	"EA"	"143.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6205"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4204"	"R4204 HinfI (HC), 5,000u"	"5,000u"	"EA"	"148.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4204"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6301"	"R6301 HpaI, 100u"	"100u"	"EA"	"41.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6301"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6305"	"R6305 HpaI, 500u"	"500u"	"EA"	"150.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6305"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6311"	"R6311 HpaII, 1,000u"	"1,000u"	"EA"	"82.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6311"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6315"	"R6315 HpaII, 5,000u"	"5,000u"	"EA"	"303.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6315"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7151"	"R7151 Hsp92I, 500u"	"500u"	"EA"	"44.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7151"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7161"	"R7161 Hsp92II, 1,000u"	"1,000u"	"EA"	"181.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7161"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7031"	"R7031 I-PpoI, 10,000u"	"10,000u"	"EA"	"91.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7031"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6341"	"R6341 KpnI, 2,500u"	"2,500u"	"EA"	"51.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6341"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6345"	"R6345 KpnI, 10,000u"	"10,000u"	"EA"	"105.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6345"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4344"	"R4344 KpnI (HC), 12,500u"	"12,500u"	"EA"	"168.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4344"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6711"	"R6711 MboI, 200u"	"200u"	"EA"	"61.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6711"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6723"	"R6723 MboII, 100u"	"100u"	"EA"	"161.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6723"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6381"	"R6381 MluI, 1,000u"	"1,000u"	"EA"	"50.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6381"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6401"	"R6401 MspI, 2,000u"	"2,000u"	"EA"	"52.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6401"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6405"	"R6405 MspI, 10,000u"	"10,000u"	"EA"	"180.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6405"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4404"	"R4404 MspI (HC), 10,000u"	"10,000u"	"EA"	"174.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4404"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7021"	"R7021 MspA1I, 1,000u"	"1,000u"	"EA"	"60.20"	""	""	"6"	"60.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7021"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6861"	"R6861 NarI, 200u"	"200u"	"EA"	"41.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6861"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6513"	"R6513 NcoI, 200u"	"200u"	"EA"	"61.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6513"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6515"	"R6515 NcoI, 1,000u"	"1,000u"	"EA"	"253.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6515"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6801"	"R6801 NdeI, 500u"	"500u"	"EA"	"93.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6801"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6501"	"R6501 NheI, 250u"	"250u"	"EA"	"53.20"	""	""	"1"	"53.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6501"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6505"	"R6505 NheI, 1,250u"	"1,250u"	"EA"	"158.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6505"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6431"	"R6431 NotI, 200u"	"200u"	"EA"	"49.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6431"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6435"	"R6435 NotI, 1,000u"	"1,000u"	"EA"	"187.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6435"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4434"	"R4434 NotI (HC), 1,000u"	"1,000u"	"EA"	"205.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4434"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7091"	"R7091 NruI, 200u"	"200u"	"EA"	"39.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7091"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6531"	"R6531 NsiI, 250u"	"250u"	"EA"	"49.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6531"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6111"	"R6111 PstI, 3,000u"	"3,000u"	"EA"	"25.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6111"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6115"	"R6115 PstI, 15,000u"	"15,000u"	"EA"	"93.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6115"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6321"	"R6321 PvuI, 100u"	"100u"	"EA"	"46.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6321"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6325"	"R6325 PvuI, 500u"	"500u"	"EA"	"189.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6325"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6331"	"R6331 PvuII, 1,000u"	"1,000u"	"EA"	"32.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6331"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6335"	"R6335 PvuII, 5,000u"	"5,000u"	"EA"	"121.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6335"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6371"	"R6371 RsaI, 1,000u"	"1,000u"	"EA"	"42.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6371"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4374"	"R4374 RsaI (HC), 5,000u"	"5,000u"	"EA"	"151.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4374"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6061"	"R6061 SacI, 1,000u"	"1,000u"	"EA"	"43.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6061"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6065"	"R6065 SacI, 5,000u"	"5,000u"	"EA"	"149.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6065"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4064"	"R4064 SacI (HC), 5,000u"	"5,000u"	"EA"	"150.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4064"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6221"	"R6221 SacII, 500u"	"500u"	"EA"	"49.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6221"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6051"	"R6051 SalI, 2,000u"	"2,000u"	"EA"	"51.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6051"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6055"	"R6055 SalI, 10,000u"	"10,000u"	"EA"	"183.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6055"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4054"	"R4054 SalI (HC), 10,000u"	"10,000u"	"EA"	"182.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4054"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6191"	"R6191 Sau3AI, 100u"	"100u"	"EA"	"32.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6191"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6195"	"R6195 Sau3AI, 500u"	"500u"	"EA"	"127.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6195"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6211"	"R6211 ScaI, 1,000u"	"1,000u"	"EA"	"50.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6211"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4214"	"R4214 ScaI (HC), 5,000u"	"5,000u"	"EA"	"179.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4214"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6391"	"R6391 SfiI, 250u"	"250u"	"EA"	"44.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6391"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4394"	"R4394 SfiI (HC), 1,250u"	"1,250u"	"EA"	"167.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4394"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7103"	"R7103 SgfI, 250u"	"250u"	"EA"	"56.00"	""	""	"2"	"56.00"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7103"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R5104"	"R5104 SgfI (HC), 1,250u"	"1,250u"	"EA"	"217.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R5104"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6121"	"R6121 SmaI, 1,000u"	"1,000u"	"EA"	"56.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6121"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6125"	"R6125 SmaI, 5,000u"	"5,000u"	"EA"	"170.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6125"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4124"	"R4124 SmaI (HC), 5,000u"	"5,000u"	"EA"	"154.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4124"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6791"	"R6791 SnaBI, 100u"	"100u"	"EA"	"77.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6791"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6795"	"R6795 SnaBI, 500u"	"500u"	"EA"	"297.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6795"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6591"	"R6591 SpeI, 200u"	"200u"	"EA"	"58.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6591"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6595"	"R6595 SpeI, 1,000u"	"1,000u"	"EA"	"219.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6595"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6261"	"R6261 SphI, 200u"	"200u"	"EA"	"63.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6261"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6265"	"R6265 SphI, 1,000u"	"1,000u"	"EA"	"237.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6265"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6601"	"R6601 SspI, 500u"	"500u"	"EA"	"70.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6601"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4604"	"R4604 SspI (HC), 2,500u"	"2,500u"	"EA"	"239.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4604"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6421"	"R6421 StuI, 400u"	"400u"	"EA"	"41.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6421"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6151"	"R6151 TaqI, 1,000u"	"1,000u"	"EA"	"42.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6151"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6155"	"R6155 TaqI, 10,000u"	"10,000u"	"EA"	"231.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6155"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4154"	"R4154 TaqI (HC), 5,000u"	"5,000u"	"EA"	"136.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4154"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7011"	"R7011 Tru9I, 200u"	"200u"	"EA"	"51.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7011"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6851"	"R6851 VspI, 500u"	"500u"	"EA"	"35.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6851"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6181"	"R6181 XbaI, 2,000u"	"2,000u"	"EA"	"51.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6181"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6185"	"R6185 XbaI, 10,000u"	"10,000u"	"EA"	"166.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6185"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4184"	"R4184 XbaI (HC), 10,000u"	"10,000u"	"EA"	"163.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4184"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6161"	"R6161 XhoI, 3,000u"	"3,000u"	"EA"	"32.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6161"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6165"	"R6165 XhoI, 10,000u"	"10,000u"	"EA"	"103.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6165"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R4164"	"R4164 XhoI (HC), 15,000u"	"15,000u"	"EA"	"275.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R4164"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6491"	"R6491 XmaI, 50u"	"50u"	"EA"	"52.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6491"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R6495"	"R6495 XmaI, 250u"	"250u"	"EA"	"181.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R6495"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7271"	"R7271 XmnI, 500u"	"500u"	"EA"	"51.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7271"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"R7273"	"R7273 XmnI, 2,500u"	"2,500u"	"EA"	"162.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7273"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"G4471"	"G4471 10bp DNA Step Ladder, 32.5microg"	"32.5microg"	"EA"	"81.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G4471"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G4511"	"G4511 25bp DNA Step Ladder, 100microg"	"100microg"	"EA"	"81.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G4511"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G4521"	"G4521 50bp DNA Step Ladder, 90microg"	"90microg"	"EA"	"95.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G4521"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G6951"	"G6951 100bp DNA Step Ladder, 100microg"	"100microg"	"EA"	"119.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6951"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G2101"	"G2101 100bp DNA Ladder, 250microl"	"250microl"	"EA"	"81.20"	""	""	"2"	"81.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2101"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G6961"	"G6961 200bp DNA Step Ladder, 100microg"	"100microg"	"EA"	"95.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6961"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G6941"	"G6941 1kb DNA Step Ladder, 90microg"	"90microg"	"EA"	"71.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6941"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"G5711"	"G5711 1kb DNA Ladder, 500microl"	"500microl"	"EA"	"86.10"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G5711"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
